,protocol,number of @,number of //,number of /,number of .,number of -,number of random characters,length of url,length of host name,length of query component,number of third level domains,existence of ip,existence of shady TLD,label
383,0,0,0,0,0,0,0,10,0,0,0,0,0,0
384,0,0,0,0,0,0,0,10,0,0,0,0,0,0
385,0,0,0,1,3,0,3,37,17,10,1,0,0,0
386,0,0,0,0,0,0,0,18,0,0,0,0,0,0
387,0,0,0,0,0,0,0,9,0,0,0,0,0,0
388,0,0,0,0,0,0,0,15,0,0,0,0,0,0
389,0,0,0,0,0,0,0,16,0,0,0,0,0,0
390,1,0,0,4,1,0,0,63,16,0,0,0,0,1
391,0,0,0,0,0,0,0,14,0,0,0,0,0,0
392,0,0,0,0,0,0,0,10,0,0,0,0,0,1
393,0,0,0,0,0,0,0,12,0,0,0,0,0,0
394,0,0,0,0,0,0,0,9,0,0,0,0,0,0
395,0,0,0,0,0,0,0,22,0,0,0,0,0,0
396,1,0,0,2,2,0,5,89,17,40,1,0,0,1
397,1,0,0,2,2,0,0,42,15,0,0,0,0,1
398,0,0,0,0,0,0,0,14,0,0,0,0,0,0
399,1,0,0,5,1,0,0,61,13,0,0,0,0,1
400,1,0,0,3,2,0,2,52,17,0,1,0,0,1
401,1,0,0,2,2,0,15,134,20,79,0,0,0,1
402,0,0,0,0,0,0,0,18,0,0,1,0,0,1
403,0,0,0,0,0,0,0,16,0,0,0,0,0,0
404,1,0,0,3,1,0,0,33,18,0,0,0,0,1
405,0,0,0,1,3,0,3,37,17,10,1,0,0,0
406,1,0,0,7,3,0,8,119,11,0,0,1,0,1
407,1,0,0,3,1,0,0,31,14,0,0,0,0,1
408,0,0,0,0,0,0,0,12,0,0,0,0,0,0
409,1,0,0,2,1,0,1,45,19,0,0,0,0,1
410,0,0,0,0,1,0,0,29,21,0,0,0,0,0
411,1,0,0,7,3,0,8,140,11,0,0,1,0,1
412,0,0,0,0,0,0,0,12,0,0,0,0,0,0
413,0,0,0,0,0,0,0,7,0,0,0,0,0,0
414,1,0,0,2,1,0,13,131,13,95,0,0,0,1
415,0,0,0,0,0,0,0,9,0,0,0,0,0,0
416,1,0,0,5,2,0,0,73,18,0,1,0,0,1
417,0,0,0,0,0,0,0,11,0,0,0,0,0,0
418,0,0,0,0,0,0,0,18,0,0,0,0,0,0
419,0,0,0,0,0,0,0,7,0,0,0,0,0,0
420,1,0,0,5,3,0,0,77,16,0,1,0,0,1
421,1,0,0,3,2,0,0,37,15,0,1,0,0,1
422,0,0,0,0,0,0,0,13,0,0,0,0,0,0
423,0,0,0,0,0,0,0,15,0,0,0,0,0,0
424,1,0,0,7,3,0,7,115,11,0,0,1,0,1
425,0,0,0,0,0,0,0,17,0,0,0,0,0,0
426,0,0,0,0,0,0,0,17,0,0,0,0,0,0
427,1,0,0,3,1,0,1,55,20,0,0,0,0,1
428,0,0,0,0,0,0,0,22,0,0,0,0,0,0
429,0,0,0,0,0,0,0,14,0,0,0,0,0,0
430,1,0,0,10,2,0,0,131,14,0,1,0,0,1
431,0,0,0,0,0,0,0,22,0,0,0,0,0,0
432,1,0,0,0,3,0,0,22,15,0,0,1,0,1
433,0,0,0,0,0,0,0,24,0,0,1,0,0,1
434,0,0,0,0,0,0,0,23,0,0,0,0,0,0
435,0,0,0,0,0,0,0,7,0,0,0,0,0,0
436,1,0,0,3,2,0,0,49,17,0,1,0,0,1
437,0,0,0,0,0,0,0,13,0,0,0,0,0,0
438,0,0,0,0,0,0,0,24,0,0,0,0,0,0
439,0,0,0,0,1,0,0,22,14,0,0,0,0,0
440,0,0,0,0,0,0,0,10,0,0,0,0,0,0
441,0,0,0,0,0,0,0,14,0,0,0,0,0,0
442,1,0,0,4,1,0,0,69,24,0,0,0,0,1
443,1,0,0,6,2,0,9,151,17,63,0,0,0,1
444,1,0,0,1,3,0,0,27,12,0,0,1,0,1
445,0,0,0,0,0,0,0,13,0,0,0,0,0,0
446,0,0,0,1,3,0,3,37,17,10,1,0,0,0
447,1,0,0,2,1,0,0,33,12,0,0,0,0,1
448,0,0,0,1,2,0,19,140,14,110,1,0,0,0
449,0,0,0,0,0,0,0,13,0,0,0,0,0,0
450,0,0,0,0,0,0,0,8,0,0,0,0,0,0
451,0,0,0,1,3,0,0,24,15,0,1,0,0,0
452,0,0,0,0,1,0,0,16,8,0,0,0,0,0
453,0,0,0,0,0,0,0,6,0,0,0,0,0,0
454,0,0,0,0,0,0,0,17,0,0,0,0,0,0
455,0,0,0,0,2,0,0,20,12,0,0,0,0,0
456,0,0,0,0,0,0,0,26,0,0,0,0,0,0
457,0,0,0,0,0,0,0,16,0,0,0,0,0,0
458,1,0,0,4,2,0,0,66,18,0,1,0,0,1
459,0,0,0,0,0,0,0,15,0,0,0,0,0,0
460,0,0,0,0,0,0,0,12,0,0,0,0,0,0
461,0,0,0,0,1,0,0,14,6,0,0,0,0,0
462,0,0,0,0,0,0,0,18,0,0,0,0,0,0
463,0,0,0,0,0,0,0,16,0,0,0,0,0,0
464,0,0,0,0,2,0,0,21,13,0,0,0,0,0
465,1,0,0,3,2,0,0,49,22,0,0,0,0,1
466,0,0,0,0,0,0,0,24,0,0,1,0,0,0
467,0,0,0,0,0,0,0,11,0,0,0,0,0,0
468,0,0,0,1,2,0,0,42,26,0,1,0,0,1
469,0,0,0,0,0,0,0,10,0,0,0,0,0,0
470,0,0,0,0,0,0,0,9,0,0,0,0,0,0
471,0,0,0,0,0,0,0,15,0,0,0,0,0,0
472,0,0,0,0,0,0,0,24,0,0,0,0,0,0
473,0,0,0,0,0,0,0,27,0,0,0,0,0,0
474,0,0,0,0,0,0,0,14,0,0,0,0,0,1
475,0,0,0,0,0,0,0,20,0,0,0,0,0,0
476,0,0,0,0,0,0,0,9,0,0,0,0,0,0
477,0,0,0,0,0,0,0,21,0,0,0,0,0,0
478,0,0,0,1,2,0,14,140,14,110,1,0,0,0
479,0,0,0,0,0,0,0,10,0,0,0,0,0,0
480,0,0,0,0,0,0,0,16,0,0,0,0,0,0
481,0,0,0,1,3,0,0,24,15,0,1,0,0,0
482,0,0,0,0,0,0,0,16,0,0,0,0,0,0
483,0,0,0,0,0,0,0,10,0,0,0,0,0,0
484,0,0,0,1,2,0,19,141,14,111,1,0,0,0
485,0,0,0,0,0,0,0,8,0,0,0,0,0,0
486,1,0,0,3,1,1,0,53,14,0,0,0,0,1
487,1,0,0,2,1,0,0,28,14,0,0,0,0,1
488,0,0,0,0,0,0,0,13,0,0,0,0,0,0
489,0,0,0,0,0,0,0,12,0,0,0,0,0,0
490,0,0,0,0,0,0,0,19,0,0,0,0,0,0
491,0,0,0,0,0,0,0,29,0,0,0,0,0,0
492,0,0,0,0,0,0,0,14,0,0,0,0,0,0
493,0,0,0,0,0,0,0,17,0,0,0,0,0,0
494,0,0,0,0,0,0,0,14,0,0,0,0,0,0
495,0,0,0,1,2,0,14,141,14,111,1,0,0,0
496,0,0,0,0,0,0,0,10,0,0,0,0,0,0
497,0,0,0,1,2,0,14,140,14,110,1,0,0,0
498,0,0,0,0,0,0,0,12,0,0,0,0,0,0
499,1,0,0,6,1,0,0,58,12,0,0,0,0,1
500,0,0,0,0,0,0,0,14,0,0,0,0,0,0
501,0,0,0,0,0,0,0,26,0,0,0,0,0,0
502,1,0,0,3,2,0,0,74,28,0,1,0,0,1
503,0,0,0,0,0,0,0,9,0,0,0,0,0,0
504,0,0,0,0,0,0,0,24,0,0,0,0,0,0
505,0,0,0,0,0,0,0,18,0,0,0,0,0,0
506,0,0,0,0,0,0,0,17,0,0,0,0,0,0
507,0,0,0,0,0,0,0,14,0,0,0,0,0,0
508,0,0,0,0,0,0,0,15,0,0,0,0,0,0
509,1,0,0,7,3,0,8,140,11,0,0,1,0,1
510,0,0,0,0,0,0,0,27,0,0,0,0,0,0
511,0,0,0,2,2,0,0,77,12,0,1,0,0,0
512,0,0,0,1,3,0,3,37,17,10,1,0,0,0
513,0,0,0,0,1,0,0,20,12,0,0,0,0,0
514,0,0,0,0,0,0,0,9,0,0,0,0,0,0
515,1,0,0,5,2,0,0,58,11,0,1,0,0,1
516,0,0,0,0,0,0,0,7,0,0,0,0,0,0
517,0,0,0,0,0,0,0,19,0,0,0,0,0,0
518,1,0,0,1,3,0,0,32,20,0,2,0,0,1
519,0,0,0,0,0,0,0,13,0,0,0,0,0,0
520,0,0,0,0,0,0,0,18,0,0,0,0,0,0
521,0,0,0,0,0,0,0,22,0,0,0,0,0,0
522,1,0,0,3,1,0,0,54,17,0,0,0,0,1
523,0,0,0,0,0,0,0,16,0,0,0,0,0,0
524,0,0,0,0,0,0,0,18,0,0,0,0,0,0
525,1,0,0,2,2,0,0,40,25,0,1,0,0,1
526,0,0,0,0,0,0,0,11,0,0,0,0,0,0
527,0,0,0,1,2,0,0,46,30,0,1,0,0,1
528,1,0,0,3,1,0,1,66,19,0,0,0,0,1
529,1,0,0,10,2,0,0,134,14,0,1,0,0,1
530,0,0,0,0,0,0,0,20,0,0,0,0,0,0
531,0,0,0,0,0,0,0,24,0,0,0,0,0,0
532,0,0,0,0,0,0,0,14,0,0,0,0,0,0
533,0,0,0,0,0,0,0,17,0,0,0,0,0,0
534,0,0,0,0,0,0,0,12,0,0,0,0,0,0
535,1,0,0,0,2,0,0,21,14,0,1,0,0,1
536,0,0,0,1,3,0,0,24,15,0,1,0,0,0
537,0,0,0,0,0,0,0,12,0,0,0,0,0,0
538,1,0,0,5,1,0,0,51,13,0,0,0,0,1
539,0,0,0,0,0,0,0,19,0,0,0,0,0,0
540,1,0,0,5,2,0,1,83,18,0,1,0,0,1
541,0,0,0,0,0,0,0,17,0,0,0,0,0,0
542,0,0,0,0,0,0,0,8,0,0,0,0,0,0
543,0,0,0,0,0,0,0,22,0,0,0,0,0,0
544,0,0,0,0,0,0,0,11,0,0,0,0,0,0
545,0,0,0,0,0,0,0,24,0,0,0,0,0,0
546,1,0,0,2,3,0,0,34,15,0,0,1,0,1
547,0,0,0,0,0,0,0,10,0,0,0,0,0,0
548,0,0,0,0,0,0,0,21,0,0,0,0,0,0
549,0,0,0,0,0,0,0,9,0,0,0,0,0,0
550,0,0,0,0,0,0,0,9,0,0,0,0,0,0
551,0,0,0,0,0,0,0,15,0,0,0,0,0,0
552,0,0,0,0,0,0,0,16,0,0,0,0,0,0
553,0,0,0,0,0,0,0,13,0,0,0,0,0,0
554,1,0,0,3,2,0,0,50,23,0,1,0,0,1
555,0,0,0,0,0,0,0,16,0,0,0,0,0,0
556,0,0,0,0,0,0,0,14,0,0,0,0,0,0
557,0,0,0,0,0,0,0,10,0,0,0,0,0,0
558,0,0,0,0,0,0,0,17,0,0,0,0,0,0
559,0,0,0,0,0,0,0,15,0,0,0,0,0,0
560,0,0,0,1,3,0,0,24,15,0,1,0,0,0
561,1,0,0,3,2,0,0,59,18,0,0,0,0,1
562,0,0,0,0,0,0,0,11,0,0,0,0,0,0
563,0,0,0,0,0,0,0,11,0,0,0,0,0,0
564,0,0,0,0,0,0,0,12,0,0,0,0,0,0
565,1,0,0,2,3,0,0,81,22,0,2,0,0,1
566,0,0,0,0,0,0,0,12,0,0,0,0,0,0
567,0,0,0,0,0,0,0,12,0,0,0,0,0,0
568,0,0,0,0,0,0,0,12,0,0,0,0,0,0
569,1,0,0,2,2,0,0,39,15,0,1,0,0,1
570,0,0,0,0,0,0,0,13,0,0,0,0,0,0
571,0,0,0,1,2,0,19,140,14,110,1,0,0,0
572,1,0,0,7,2,0,1,74,19,0,1,0,0,1
573,0,0,0,1,3,0,0,24,15,0,1,0,0,0
574,0,0,0,0,0,0,0,10,0,0,0,0,0,0
575,0,0,0,0,0,0,0,23,0,0,0,0,0,0
576,0,0,0,0,0,0,0,14,0,0,0,0,0,0
577,0,0,0,0,0,0,0,15,0,0,0,0,0,0
578,0,0,0,0,0,0,0,14,0,0,0,0,0,0
579,0,0,0,0,0,0,0,10,0,0,0,0,0,0
580,0,0,0,0,0,0,0,13,0,0,0,0,0,0
581,0,0,0,0,0,0,0,11,0,0,0,0,0,0
582,0,0,0,0,0,0,0,21,0,0,0,0,0,0
583,0,0,0,1,2,0,14,139,14,109,1,0,0,0
584,1,0,0,3,1,0,0,46,19,0,0,0,0,1
585,0,0,0,0,0,0,0,12,0,0,0,0,0,0
586,0,0,0,2,2,4,0,70,44,0,1,0,0,1
587,0,0,0,0,0,0,0,9,0,0,0,0,0,0
588,0,0,0,0,0,0,0,14,0,0,0,0,0,0
589,0,0,0,0,0,0,0,27,0,0,0,0,0,0
590,0,0,0,0,0,0,0,13,0,0,0,0,0,0
591,0,0,0,0,0,0,0,15,0,0,0,0,0,0
592,1,0,0,3,2,0,0,50,19,0,1,0,0,1
593,0,0,0,0,1,0,0,17,9,0,0,0,0,0
594,0,0,0,1,2,0,19,141,14,111,1,0,0,0
595,0,0,0,0,0,0,0,22,0,0,1,0,0,1
596,1,0,0,1,3,0,0,32,20,0,2,0,0,1
597,0,0,0,0,0,0,0,18,0,0,0,0,0,0
598,0,0,0,0,0,0,0,12,0,0,0,0,0,0
599,0,0,0,0,0,0,0,17,0,0,0,0,0,0
600,0,0,0,0,1,0,0,19,11,0,0,0,0,0
601,0,0,0,0,0,0,0,18,0,0,0,0,0,0
602,1,0,0,5,1,0,0,61,15,0,0,0,0,1
603,0,0,0,0,0,0,0,19,0,0,0,0,0,0
604,0,0,0,0,0,0,0,14,0,0,0,0,0,0
605,0,0,0,0,1,0,0,23,15,0,0,0,0,0
606,0,0,0,0,0,0,0,14,0,0,0,0,0,0
607,0,0,0,0,0,0,0,13,0,0,0,0,0,0
608,1,0,0,3,3,1,0,48,18,0,1,0,0,1
609,0,0,0,0,0,0,0,15,0,0,0,0,0,0
610,0,0,0,0,0,0,0,18,0,0,0,0,0,0
611,0,0,0,0,0,0,0,18,0,0,0,0,0,0
612,0,0,0,0,0,0,0,10,0,0,0,0,0,0
613,0,0,0,0,0,0,0,18,0,0,0,0,0,0
614,0,0,0,0,0,0,0,17,0,0,0,0,0,0
615,0,0,0,0,2,0,0,23,15,0,1,0,0,0
616,0,0,0,0,0,0,0,14,0,0,0,0,0,0
617,0,0,0,0,0,0,0,18,0,0,0,0,0,0
618,0,0,0,0,0,0,0,12,0,0,0,0,0,0
619,0,0,0,0,0,0,0,14,0,0,0,0,0,0
620,0,0,0,0,0,0,0,11,0,0,0,0,0,0
621,1,0,0,3,1,0,0,34,11,0,0,0,0,1
622,0,0,0,0,0,0,0,12,0,0,0,0,0,0
623,0,0,0,0,0,0,0,16,0,0,0,0,0,0
624,0,0,0,0,1,0,0,23,15,0,0,0,0,0
625,0,0,0,0,0,0,0,15,0,0,0,0,0,0
626,1,0,0,4,3,0,0,67,25,0,1,0,0,1
627,0,0,0,0,0,0,0,17,0,0,0,0,0,0
628,0,0,0,0,0,0,0,12,0,0,0,0,0,0
629,0,0,0,0,0,0,0,20,0,0,0,0,0,0
630,0,0,0,0,0,0,0,19,0,0,0,0,0,0
631,0,0,0,0,0,0,0,10,0,0,0,0,0,0
632,0,0,0,1,2,0,14,141,14,111,1,0,0,0
633,0,0,0,0,0,0,0,10,0,0,0,0,0,0
634,1,0,0,2,1,0,0,57,22,0,0,0,1,1
635,0,0,0,0,0,0,0,11,0,0,0,0,0,0
636,1,0,0,3,2,0,0,52,24,0,1,0,0,1
637,0,0,0,0,0,0,0,11,0,0,0,0,0,0
638,0,0,0,0,0,0,0,15,0,0,0,0,0,0
639,1,0,0,2,2,1,0,53,21,0,1,0,0,1
640,0,0,0,0,0,0,0,11,0,0,0,0,0,0
641,1,0,0,3,4,0,0,123,34,0,3,0,0,1
642,0,0,0,0,0,0,0,11,0,0,0,0,0,0
643,0,0,0,0,0,0,0,19,0,0,0,0,0,0
644,0,0,0,0,0,0,0,21,0,0,0,0,0,0
645,0,0,0,1,3,0,0,24,15,0,1,0,0,0
646,0,0,0,0,0,0,0,13,0,0,0,0,0,0
647,0,0,0,0,0,0,0,15,0,0,1,0,0,1
648,0,0,0,0,0,0,0,18,0,0,0,0,0,0
649,0,0,0,0,0,0,0,16,0,0,0,0,0,0
650,0,0,0,0,0,0,0,9,0,0,0,0,0,0
651,0,0,0,0,0,0,0,12,0,0,0,0,0,0
652,0,0,0,0,0,0,0,20,0,0,0,0,0,0
653,1,0,0,2,1,0,0,37,10,0,0,0,0,1
654,0,0,0,0,0,0,0,12,0,0,0,0,0,0
655,0,0,0,0,0,0,0,25,0,0,0,0,0,0
656,0,0,0,0,0,0,0,10,0,0,0,0,0,0
657,0,0,0,0,0,0,0,18,0,0,0,0,0,0
658,0,0,0,0,0,0,0,23,0,0,0,0,0,0
659,0,0,0,0,0,0,0,18,0,0,0,0,0,0
660,0,0,0,0,0,0,0,19,0,0,0,0,0,0
661,1,0,0,3,2,0,0,50,26,0,0,0,0,1
662,0,0,0,0,0,0,0,17,0,0,0,0,0,0
663,0,0,0,0,0,0,0,14,0,0,0,0,0,0
664,0,0,0,0,0,0,0,6,0,0,0,0,0,0
665,0,0,0,0,0,0,0,15,0,0,0,0,0,0
666,0,0,0,0,0,0,0,21,0,0,0,0,0,0
667,0,0,0,1,3,0,3,37,17,10,1,0,0,0
668,0,0,0,0,0,0,0,13,0,0,0,0,0,0
669,0,0,0,0,0,0,0,21,0,0,0,0,0,0
670,0,0,0,0,0,0,0,25,0,0,0,0,0,0
671,0,0,0,0,0,0,0,11,0,0,0,0,0,0
672,0,0,0,0,0,0,0,23,0,0,0,0,0,0
673,1,0,0,3,2,1,0,51,19,0,1,0,0,1
674,0,0,0,0,0,0,0,18,0,0,0,0,0,0
675,1,0,0,6,1,0,0,117,14,0,0,0,0,1
676,1,0,0,6,1,0,0,72,19,0,0,0,0,1
677,1,0,0,1,3,0,1,46,16,19,1,0,0,1
678,0,0,0,0,0,0,0,12,0,0,0,0,0,0
679,0,0,0,0,0,0,0,13,0,0,0,0,0,0
680,0,0,0,0,1,0,0,14,6,0,0,0,0,0
681,0,0,0,0,0,0,0,12,0,0,0,0,0,0
682,0,0,0,0,0,0,0,17,0,0,0,0,0,0
683,0,0,0,0,0,0,0,20,0,0,0,0,0,0
684,0,0,0,0,0,0,0,10,0,0,0,0,0,0
685,0,0,0,0,0,0,0,19,0,0,0,0,0,0
686,0,0,0,1,3,0,0,24,15,0,1,0,0,0
687,0,0,0,1,3,0,0,24,15,0,1,0,0,0
688,1,0,0,2,2,2,0,49,29,0,1,0,0,1
689,0,0,0,0,0,0,0,16,0,0,0,0,0,0
690,0,0,0,0,0,0,0,11,0,0,0,0,0,0
691,0,0,0,0,0,0,0,21,0,0,0,0,0,0
692,0,0,0,0,0,0,0,23,0,0,0,0,0,0
693,1,0,0,6,1,0,0,49,9,0,0,0,0,1
694,0,0,0,0,0,0,0,16,0,0,0,0,0,0
695,0,0,0,0,0,0,0,10,0,0,0,0,0,0
696,1,0,0,2,1,0,1,45,19,0,0,0,0,1
697,1,0,0,3,1,0,0,65,17,0,0,0,0,1
698,0,0,0,0,0,0,0,18,0,0,0,0,0,0
699,0,0,0,1,3,0,0,29,18,0,1,0,0,0
700,0,0,0,0,0,0,0,19,0,0,0,0,0,0
701,0,0,0,0,0,0,0,8,0,0,0,0,0,0
702,0,0,0,0,0,0,0,8,0,0,0,0,0,0
703,0,0,0,0,0,0,0,22,0,0,0,0,0,0
704,0,0,0,0,0,0,0,15,0,0,0,0,0,0
705,0,0,0,0,0,0,0,9,0,0,0,0,0,0
706,0,0,0,0,0,0,0,13,0,0,0,0,0,0
707,1,0,0,2,5,0,0,62,39,0,4,0,0,1
708,0,0,0,0,0,0,0,12,0,0,0,0,0,0
709,0,0,0,0,0,0,0,19,0,0,0,0,0,0
710,0,0,0,0,0,0,0,15,0,0,0,0,0,0
711,1,0,0,2,2,0,0,38,16,0,1,0,0,1
712,0,0,0,0,0,0,0,11,0,0,0,0,0,0
713,0,0,0,1,3,0,0,24,15,0,1,0,0,0
714,0,0,0,0,0,0,0,9,0,0,0,0,0,0
715,0,0,0,0,0,0,0,10,0,0,0,0,0,0
716,0,0,0,1,3,0,3,37,17,10,1,0,0,0
717,0,0,0,0,0,0,0,13,0,0,0,0,0,0
718,0,0,0,0,0,0,0,34,0,0,1,0,0,1
719,0,0,0,0,0,0,0,12,0,0,0,0,0,0
720,0,0,0,0,0,0,0,13,0,0,0,0,0,0
721,1,0,0,4,2,0,3,126,15,71,1,0,0,1
722,0,0,0,0,0,0,0,18,0,0,0,0,0,0
723,0,0,0,0,0,0,0,11,0,0,0,0,0,0
724,0,0,0,0,0,0,0,14,0,0,0,0,0,0
725,0,0,0,0,0,0,0,16,0,0,0,0,0,0
726,0,0,0,0,0,0,0,18,0,0,0,0,0,0
727,0,0,0,0,0,0,0,7,0,0,0,0,0,0
728,0,0,0,0,0,0,0,15,0,0,0,0,0,0
729,0,0,0,0,0,0,0,12,0,0,0,0,0,0
730,0,0,0,1,2,0,14,140,14,110,1,0,0,0
731,0,0,0,0,0,0,0,11,0,0,0,0,0,0
732,0,0,0,0,0,0,0,9,0,0,0,0,0,0
733,0,0,0,0,0,0,0,12,0,0,0,0,0,0
734,1,0,0,4,1,0,0,40,17,0,0,0,0,1
735,1,0,0,2,2,0,1,51,15,20,1,0,0,1
736,0,0,0,0,0,0,0,11,0,0,0,0,0,0
737,0,0,0,0,0,0,0,12,0,0,0,0,0,0
738,0,0,0,0,0,0,0,12,0,0,0,0,0,0
739,0,0,0,0,0,0,0,8,0,0,0,0,0,0
740,0,0,0,0,0,0,0,24,0,0,0,0,0,0
741,1,0,0,4,2,0,0,65,22,0,1,0,0,1
742,0,0,0,0,0,0,0,6,0,0,0,0,0,0
743,1,0,0,3,1,0,0,58,12,0,0,0,0,1
744,0,0,0,0,0,0,0,19,0,0,0,0,0,0
745,0,0,0,1,3,0,0,24,15,0,1,0,0,0
746,0,0,0,1,2,0,14,141,14,111,1,0,0,0
747,0,0,0,0,0,0,0,9,0,0,0,0,0,0
748,0,0,0,0,0,0,0,15,0,0,0,0,0,0
749,1,0,0,10,2,0,0,131,14,0,1,0,0,1
750,0,0,0,0,0,0,0,24,0,0,0,0,0,0
751,0,0,0,0,0,0,0,21,0,0,0,0,0,0
752,0,0,0,0,0,0,0,22,0,0,0,0,0,0
753,0,0,0,0,0,0,0,11,0,0,0,0,0,0
754,0,0,0,0,0,0,0,14,0,0,0,0,0,0
755,0,0,0,0,2,0,0,20,12,0,0,0,0,0
756,0,0,0,0,0,0,0,15,0,0,0,0,0,0
757,0,0,0,0,0,0,0,20,0,0,0,0,0,0
758,1,0,0,1,1,0,0,37,16,0,0,0,0,1
759,1,0,0,1,1,0,0,85,21,0,0,0,0,1
760,0,0,0,0,0,0,0,13,0,0,0,0,0,0
761,0,0,0,0,0,0,0,14,0,0,0,0,0,0
762,1,0,0,3,2,0,2,51,14,6,1,0,0,1
763,1,0,0,10,2,0,0,139,14,0,1,0,0,1
764,0,0,0,0,0,0,0,19,0,0,0,0,0,0
765,0,0,0,0,0,0,0,8,0,0,0,0,0,0
766,0,0,0,0,0,0,0,16,0,0,0,0,0,0
767,0,0,0,0,0,0,0,10,0,0,0,0,0,0
768,0,0,0,0,0,0,0,6,0,0,0,0,0,0
769,0,0,0,0,0,0,0,11,0,0,0,0,0,0
