,protocol,number of @,number of //,number of /,number of .,number of -,number of random characters,length of url,length of host name,length of query component,number of third level domains,existence of ip,existence of shady TLD,label
770,0,0,0,0,0,0,0,16,0,0,0,0,0,0
771,1,0,0,4,1,0,0,42,15,0,0,0,0,1
772,0,0,0,0,0,0,0,15,0,0,0,0,0,0
773,0,0,0,0,0,0,0,28,0,0,0,0,1,0
774,0,0,0,0,0,0,0,20,0,0,0,0,0,0
775,0,0,0,0,0,0,0,11,0,0,0,0,0,0
776,0,0,0,0,1,0,0,15,7,0,0,0,0,0
777,0,0,0,0,0,0,0,13,0,0,0,0,0,0
778,1,0,0,7,3,0,8,119,11,0,0,1,0,1
779,0,0,0,0,1,0,0,17,9,0,0,0,0,0
780,0,0,0,0,0,0,0,17,0,0,0,0,0,1
781,0,0,0,0,0,0,0,8,0,0,0,0,0,0
782,1,0,0,1,2,0,0,56,35,0,1,0,0,1
783,1,0,0,4,2,0,0,62,25,0,1,0,0,1
784,0,0,0,0,0,0,0,16,0,0,0,0,0,0
785,1,0,0,3,1,0,0,32,14,0,0,0,0,1
786,0,0,0,0,0,0,0,15,0,0,0,0,0,0
787,0,0,0,0,0,0,0,11,0,0,0,0,0,0
788,0,0,0,0,0,0,0,15,0,0,0,0,0,0
789,1,0,0,3,3,3,29,266,26,194,2,0,0,1
790,1,0,0,4,2,0,0,54,29,0,1,0,0,1
791,0,0,0,1,2,0,14,140,14,110,1,0,0,0
792,0,0,0,0,0,0,0,8,0,0,0,0,0,0
793,0,0,0,0,0,0,0,7,0,0,0,0,0,0
794,1,0,0,2,2,0,0,71,45,0,1,0,0,1
795,0,0,0,0,0,0,0,21,0,0,0,0,0,0
796,0,0,0,0,0,0,0,19,0,0,0,0,0,0
797,0,0,0,0,0,0,0,6,0,0,0,0,0,0
798,0,0,0,0,0,0,0,13,0,0,0,0,0,0
799,0,0,0,0,0,0,0,20,0,0,0,0,0,0
800,0,0,0,0,0,0,0,23,0,0,0,0,0,0
801,0,0,0,1,3,0,3,37,17,10,1,0,0,0
802,0,0,0,0,0,0,0,10,0,0,0,0,0,0
803,0,0,0,0,0,0,0,27,0,0,0,0,0,0
804,1,0,0,6,2,1,0,70,20,0,1,0,0,1
805,0,0,0,0,2,0,0,25,17,0,1,0,0,0
806,0,0,0,0,1,0,0,22,14,0,0,0,0,0
807,0,0,0,0,0,0,0,14,0,0,0,0,0,0
808,1,0,0,2,3,0,0,36,22,0,1,0,0,1
809,0,0,0,0,0,0,0,14,0,0,0,0,0,0
810,0,0,0,0,0,0,0,18,0,0,1,0,0,1
811,0,0,0,0,0,0,0,11,0,0,0,0,0,0
812,0,0,0,0,0,0,0,10,0,0,0,0,0,0
813,0,0,0,0,0,0,0,18,0,0,0,0,0,0
814,0,0,0,1,2,0,19,141,14,111,1,0,0,0
815,0,0,0,0,0,0,0,9,0,0,0,0,0,0
816,0,0,0,1,3,0,3,37,17,10,1,0,0,0
817,0,0,0,0,1,0,0,19,11,0,0,0,0,0
818,1,0,0,3,3,0,0,112,29,0,1,0,0,1
819,0,0,0,0,0,0,0,17,0,0,0,0,0,0
820,0,0,0,1,3,0,3,37,17,10,1,0,0,0
821,0,0,0,0,0,0,0,11,0,0,0,0,0,1
822,0,0,0,0,0,0,0,6,0,0,0,0,0,0
823,0,0,0,0,0,0,0,14,0,0,0,0,0,0
824,1,0,0,3,1,0,9,67,12,33,0,0,0,1
825,0,0,0,0,0,0,0,10,0,0,0,0,0,0
826,1,0,0,10,2,0,0,133,14,0,1,0,0,1
827,0,0,0,0,0,0,0,10,0,0,0,0,0,0
828,0,0,0,0,0,0,0,12,0,0,0,0,0,0
829,0,0,0,1,3,0,0,24,15,0,1,0,0,0
830,0,0,0,0,0,0,0,20,0,0,0,0,0,0
831,0,0,0,0,0,0,0,13,0,0,0,0,0,0
832,0,0,0,0,0,0,0,16,0,0,0,0,0,0
833,0,0,0,0,0,0,0,14,0,0,0,0,0,0
834,0,0,0,0,0,0,0,17,0,0,0,0,0,0
835,0,0,0,0,0,0,0,10,0,0,0,0,0,0
836,1,0,0,10,2,0,0,131,14,0,1,0,0,1
837,0,0,0,0,0,0,0,14,0,0,0,0,0,0
838,0,0,0,0,0,0,0,18,0,0,0,0,0,0
839,0,0,0,0,0,0,0,12,0,0,0,0,0,0
840,0,0,0,0,0,0,0,10,0,0,0,0,0,0
841,0,0,0,0,0,0,0,18,0,0,0,0,0,0
842,0,0,0,1,2,0,14,141,14,111,1,0,0,0
843,0,0,0,0,0,0,0,10,0,0,0,0,0,0
844,0,0,0,0,0,0,0,18,0,0,0,0,0,0
845,0,0,0,0,0,0,0,11,0,0,0,0,0,0
846,0,0,0,0,0,0,0,13,0,0,0,0,0,0
847,0,0,0,0,0,0,0,16,0,0,0,0,0,1
848,1,0,0,8,1,0,0,99,17,0,0,0,0,1
849,0,0,0,0,1,0,0,17,9,0,0,0,0,0
850,0,0,0,0,0,0,0,7,0,0,0,0,0,0
851,1,0,0,10,2,0,0,137,14,0,1,0,0,1
852,0,0,0,0,0,0,0,9,0,0,0,0,0,0
853,0,0,0,0,0,0,0,10,0,0,0,0,0,0
854,0,0,0,0,0,0,0,19,0,0,0,0,0,0
855,0,0,0,0,0,0,0,24,0,0,0,0,0,0
856,0,0,0,0,0,0,0,15,0,0,0,0,0,0
857,0,0,0,0,0,0,0,19,0,0,0,0,0,0
858,1,0,0,4,1,0,0,41,11,0,0,0,0,1
859,0,0,0,0,2,0,0,23,15,0,1,0,0,0
860,0,0,0,0,0,0,0,18,0,0,1,0,0,1
861,0,0,0,0,0,0,0,19,0,0,0,0,0,0
862,1,0,0,4,3,0,0,55,28,0,1,0,0,1
863,0,0,0,0,0,0,0,12,0,0,0,0,0,0
864,1,0,0,4,1,0,0,42,11,0,0,0,0,1
865,0,0,0,0,0,0,0,10,0,0,0,0,0,0
866,0,0,0,0,0,0,0,13,0,0,0,0,0,0
867,0,0,0,0,0,0,0,10,0,0,0,0,0,0
868,0,0,0,0,0,0,0,18,0,0,0,0,0,0
869,0,0,0,0,0,0,0,9,0,0,0,0,0,0
870,0,0,0,0,0,0,0,6,0,0,0,0,0,0
871,0,0,0,1,2,0,19,141,14,111,1,0,0,0
872,0,0,0,1,3,0,3,37,17,10,1,0,0,0
873,0,0,0,0,0,0,0,8,0,0,0,0,0,0
874,0,0,0,0,0,0,0,24,0,0,1,0,0,1
875,1,0,0,4,3,0,0,33,14,0,1,0,0,1
876,0,0,0,0,0,0,0,15,0,0,0,0,0,0
877,1,0,0,1,1,0,1,36,14,0,0,0,0,1
878,0,0,0,0,0,0,0,20,0,0,0,0,0,0
879,0,0,0,0,0,0,0,8,0,0,0,0,0,0
880,1,0,0,2,2,0,0,39,16,0,1,0,0,1
881,0,0,0,0,0,0,0,14,0,0,0,0,0,0
882,0,0,0,0,0,0,0,18,0,0,0,0,0,0
883,1,0,0,1,2,1,15,81,20,52,1,0,0,1
884,1,0,0,4,1,0,0,58,14,0,0,0,0,1
885,0,0,0,0,0,0,0,14,0,0,0,0,0,0
886,1,0,0,4,1,0,0,55,23,0,0,0,0,1
887,0,0,0,0,0,0,0,10,0,0,0,0,0,0
888,0,0,0,0,0,0,0,14,0,0,0,0,0,0
889,0,0,0,0,0,0,0,15,0,0,0,0,0,0
890,0,0,0,0,0,0,0,15,0,0,1,0,0,0
891,0,0,0,0,0,0,0,18,0,0,0,0,0,0
892,0,0,0,0,0,0,0,8,0,0,0,0,0,0
893,0,0,0,0,0,0,0,10,0,0,0,0,0,0
894,0,0,0,0,0,0,0,19,0,0,0,0,0,0
895,0,0,0,0,0,0,0,16,0,0,0,0,0,0
896,0,0,0,0,0,0,0,17,0,0,0,0,0,0
897,0,0,0,0,0,0,0,11,0,0,0,0,0,0
898,0,0,0,0,0,0,0,16,0,0,0,0,0,0
899,0,0,0,0,0,0,0,18,0,0,0,0,0,0
900,0,0,0,0,0,0,0,11,0,0,0,0,0,0
901,0,0,0,0,0,0,0,13,0,0,0,0,0,0
902,0,0,0,0,0,0,0,18,0,0,0,0,0,0
903,0,0,0,0,0,0,0,13,0,0,0,0,0,0
904,0,0,0,0,0,0,0,12,0,0,0,0,0,0
905,0,0,0,0,0,0,0,16,0,0,0,0,0,0
906,0,0,0,0,0,0,0,15,0,0,0,0,0,0
907,0,0,0,1,3,0,0,24,15,0,1,0,0,0
908,1,0,0,2,2,1,2,69,12,36,1,0,0,1
909,0,0,0,0,0,0,0,10,0,0,0,0,0,0
910,0,0,0,0,0,0,0,8,0,0,0,0,0,0
911,0,0,0,0,0,0,0,21,0,0,0,0,0,0
912,0,0,0,0,1,0,0,22,14,0,0,0,0,0
913,0,0,0,0,0,0,0,15,0,0,0,0,0,0
914,0,0,0,0,0,0,0,18,0,0,0,0,0,0
915,1,0,0,7,1,0,0,67,9,0,0,0,0,1
916,1,0,0,0,2,0,0,26,19,0,1,0,0,1
917,0,0,0,0,0,0,0,17,0,0,0,0,0,0
918,0,0,0,0,0,0,0,19,0,0,0,0,0,0
919,0,0,0,0,0,0,0,10,0,0,0,0,0,0
920,1,0,0,3,1,0,5,57,9,15,0,0,0,1
921,1,0,0,2,1,0,0,57,27,0,0,0,0,1
922,0,0,0,0,0,0,0,13,0,0,0,0,0,0
923,0,0,0,0,2,0,0,21,13,0,0,0,0,0
924,0,0,0,0,1,0,0,17,9,0,0,0,0,0
925,0,0,0,0,0,0,0,17,0,0,0,0,0,0
926,0,0,0,0,0,0,0,15,0,0,0,0,0,0
927,0,0,0,0,0,0,0,22,0,0,0,0,0,0
928,0,0,0,0,0,0,0,13,0,0,0,0,0,0
929,0,0,0,0,0,0,0,20,0,0,0,0,0,0
930,0,0,0,1,3,0,0,24,15,0,1,0,0,0
931,1,0,0,2,1,0,0,37,13,0,0,0,0,1
932,0,0,0,0,1,0,0,21,13,0,0,0,0,0
933,0,0,0,0,0,0,0,18,0,0,0,0,0,0
934,0,0,0,1,2,0,14,141,14,111,1,0,0,0
935,0,0,0,0,0,0,0,20,0,0,0,0,0,0
936,0,0,0,0,0,0,0,16,0,0,0,0,0,0
937,0,0,0,0,1,2,0,26,18,0,0,0,0,0
938,0,0,0,1,3,0,3,37,17,10,1,0,0,0
939,0,0,0,0,0,0,0,12,0,0,0,0,0,0
940,0,0,0,0,0,0,0,15,0,0,1,0,0,0
941,0,0,0,0,0,0,0,17,0,0,0,0,0,0
942,0,0,0,0,0,0,0,18,0,0,0,0,0,0
943,0,0,0,0,0,0,0,15,0,0,0,0,0,0
944,1,0,0,1,1,0,0,30,13,0,0,0,0,1
945,0,0,0,0,0,0,0,13,0,0,0,0,0,0
946,0,0,0,0,0,0,0,19,0,0,0,0,0,0
947,0,0,0,0,0,0,0,21,0,0,0,0,0,0
948,0,0,0,0,0,0,0,15,0,0,0,0,0,0
949,0,0,0,0,0,0,0,7,0,0,0,0,0,0
950,0,0,0,0,0,0,0,15,0,0,0,0,0,0
951,1,0,0,4,2,0,0,61,24,0,1,0,0,1
952,0,0,0,0,0,0,0,13,0,0,0,0,0,0
953,0,0,0,0,0,0,0,15,0,0,0,0,0,0
954,0,0,0,0,0,0,0,17,0,0,0,0,0,0
955,1,0,0,1,3,0,0,26,13,0,0,1,0,1
956,0,0,0,0,0,0,0,12,0,0,0,0,0,0
957,0,0,0,0,1,0,0,23,15,0,0,0,0,0
958,0,0,0,0,0,0,0,18,0,0,0,0,0,0
959,0,0,0,0,0,0,0,19,0,0,0,0,0,0
960,0,0,0,0,1,0,0,19,11,0,0,0,0,0
961,0,0,0,0,0,0,0,17,0,0,0,0,0,0
962,1,0,0,4,2,0,0,58,24,0,1,0,0,1
963,0,0,0,0,0,0,0,13,0,0,0,0,0,0
964,1,0,0,3,1,0,0,36,10,0,0,0,0,1
965,0,0,0,0,0,0,0,16,0,0,0,0,0,0
966,0,0,0,0,0,0,0,22,0,0,0,0,0,0
967,0,0,0,0,0,0,0,18,0,0,0,0,0,0
968,0,0,0,0,1,0,0,20,12,0,0,0,0,0
969,0,0,0,0,0,0,0,16,0,0,0,0,0,0
970,0,0,0,0,0,0,0,16,0,0,0,0,0,0
971,0,0,0,0,0,0,0,16,0,0,0,0,0,0
972,1,0,0,1,2,0,0,36,17,0,1,0,0,1
973,0,0,0,0,0,0,0,11,0,0,0,0,0,1
974,0,0,0,0,0,0,0,26,0,0,0,0,0,0
975,0,0,0,0,0,0,0,13,0,0,0,0,0,0
976,0,0,0,0,0,0,0,11,0,0,0,0,0,0
977,0,0,0,0,0,0,0,16,0,0,0,0,0,0
978,0,0,0,0,0,0,0,23,0,0,1,0,0,1
979,1,0,0,7,3,0,8,140,11,0,0,1,0,1
980,0,0,0,0,0,0,0,10,0,0,0,0,0,0
981,0,0,0,0,0,0,0,15,0,0,0,0,0,0
982,0,0,0,0,0,0,0,9,0,0,0,0,0,0
983,0,0,0,0,0,0,0,5,0,0,0,0,0,0
984,0,0,0,0,0,0,0,6,0,0,0,0,0,0
985,0,0,0,0,0,0,0,9,0,0,0,0,0,0
986,0,0,0,0,1,0,0,17,9,0,0,0,0,0
987,0,0,0,0,0,0,0,10,0,0,0,0,0,0
988,0,0,0,0,1,0,0,18,10,0,0,0,0,0
989,0,0,0,0,0,0,0,11,0,0,0,0,0,0
990,1,0,0,3,2,0,0,47,13,0,0,0,0,1
991,0,0,0,0,0,0,0,16,0,0,0,0,0,0
992,0,0,0,0,1,0,0,18,10,0,0,0,0,0
993,0,0,0,0,1,0,0,19,11,0,0,0,0,0
994,0,0,0,0,0,0,0,21,0,0,0,0,0,0
995,0,0,0,0,0,0,0,15,0,0,0,0,0,0
996,1,0,0,3,1,0,0,41,15,0,0,0,0,1
997,1,0,0,6,2,1,0,78,24,0,1,0,0,1
998,0,0,0,0,0,0,0,7,0,0,0,0,0,0
999,1,0,0,1,2,0,0,31,15,0,1,0,0,1
1000,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1002,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1004,0,0,0,0,0,0,0,15,0,0,0,0,0,1
1005,0,0,0,0,0,0,0,19,0,0,1,0,0,1
1006,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,21,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1011,0,0,0,1,3,0,3,37,17,10,1,0,0,0
1012,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1013,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1014,1,0,0,4,2,0,0,47,23,0,1,0,0,1
1015,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1017,1,0,0,2,4,0,0,58,35,0,2,0,0,1
1018,1,0,0,2,1,0,2,53,11,30,0,0,0,1
1019,0,0,0,0,2,0,0,23,15,0,0,0,0,0
1020,1,0,0,4,2,0,0,125,14,0,1,0,0,1
1021,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1022,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1023,1,0,0,3,1,0,2,77,20,0,0,0,0,1
1024,1,0,0,4,1,0,0,61,10,0,0,0,0,1
1025,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1026,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1027,1,0,0,4,1,0,0,40,17,0,0,0,0,1
1028,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1030,1,0,0,0,3,0,0,22,15,0,0,1,0,1
1031,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1032,1,0,0,4,1,0,0,50,20,0,0,0,0,1
1033,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,18,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,24,0,0,0,0,0,0
1041,0,0,0,0,1,0,0,15,6,0,0,0,0,0
1042,0,0,0,0,0,0,0,22,0,0,0,0,0,0
1043,1,0,0,1,3,0,0,25,13,0,0,1,0,1
1044,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1045,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1046,1,0,0,5,3,0,0,91,28,0,1,0,0,1
1047,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1048,1,0,0,4,2,1,0,60,17,0,1,0,0,1
1049,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1050,1,0,0,3,2,0,2,55,19,0,1,0,0,1
1051,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1052,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,17,0,0,1,0,0,1
1055,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1056,1,0,0,4,1,0,0,63,21,0,0,0,0,1
1057,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1059,0,0,0,1,2,0,14,141,14,111,1,0,0,0
1060,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1062,1,0,0,6,2,0,0,79,20,0,0,0,0,1
1063,0,0,0,1,2,0,14,140,14,110,1,0,0,0
1064,0,0,0,0,0,0,0,25,0,0,0,0,0,0
1065,1,0,0,5,1,0,0,44,11,0,0,0,0,1
1066,1,0,0,2,1,0,0,31,17,0,0,0,0,1
1067,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1068,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1069,1,0,0,4,1,0,10,229,12,165,0,0,0,1
1070,0,0,0,0,0,0,0,27,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1074,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1076,1,0,0,2,2,0,0,31,19,0,1,0,0,1
1077,1,0,0,3,3,0,0,52,21,0,1,0,0,1
1078,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1079,1,0,0,3,2,0,0,45,25,0,1,0,0,1
1080,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1081,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1082,1,0,0,6,3,0,2,102,20,0,2,0,0,1
1083,0,0,0,1,2,0,19,141,14,111,1,0,0,0
1084,1,0,0,3,2,0,1,52,32,0,1,0,0,1
1085,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,24,0,0,1,0,0,1
1088,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1089,1,0,0,6,2,0,0,79,25,0,1,0,0,1
1090,1,0,0,3,1,0,2,70,21,16,0,0,0,1
1091,0,0,0,0,1,0,0,21,13,0,0,0,0,0
1092,0,0,0,0,0,0,0,30,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1094,0,0,0,1,3,0,3,37,17,10,1,0,0,0
1095,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1096,0,0,0,1,3,0,0,24,15,0,1,0,0,0
1097,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1098,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1099,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,28,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,24,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,21,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,26,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1108,1,0,0,4,1,0,1,69,19,0,0,0,0,1
1109,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1110,0,0,0,0,1,0,0,29,21,0,0,0,0,0
1111,0,0,0,0,0,0,0,14,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1114,0,0,0,1,3,0,0,24,15,0,1,0,0,0
1115,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1116,1,0,0,6,2,0,9,138,16,72,1,0,0,1
1117,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1118,0,0,0,0,2,0,0,21,13,0,0,0,0,0
1119,1,0,0,4,2,0,0,69,40,0,1,0,0,1
1120,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1122,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1126,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1128,1,0,0,1,1,0,0,42,24,0,0,0,0,1
1129,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1131,0,0,0,0,1,0,0,19,11,0,0,0,0,0
1132,1,0,0,2,2,1,0,58,23,0,1,0,0,1
1133,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1134,1,0,0,5,2,0,0,75,26,0,1,0,0,1
1135,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1136,0,0,0,1,2,0,14,141,14,111,1,0,0,0
1137,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1138,1,0,0,2,2,0,0,41,17,0,1,0,0,1
1139,0,0,0,1,2,0,14,141,14,111,1,0,0,0
1140,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1141,0,0,0,0,0,0,0,21,0,0,0,0,0,0
1142,0,0,0,0,0,0,0,22,0,0,0,0,0,0
1143,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1144,0,0,0,0,0,0,0,12,0,0,0,0,0,0
1145,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1148,0,0,0,1,3,0,3,37,17,10,1,0,0,0
1149,0,0,0,0,0,0,0,22,0,0,0,0,0,0
1150,1,0,0,2,2,0,0,36,21,0,1,0,0,1
1151,0,0,0,0,0,0,0,23,0,0,0,0,0,0
1152,1,0,0,6,1,0,0,61,16,0,0,0,0,1
1153,0,0,0,0,0,0,0,23,0,0,0,0,0,0
